Speakaboos,Four Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The App's literary quality is evident,Most of the reviews of the app are positive,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,"The app does not allow users to control the rate at which they move through the app’s content, but the content is presented at an appropriate rate for its target audience.",App's features are mostly unbalenced,Child-only,Apps is completely gender neutral,App targets speech/language skills,The app makes general references to one or more cultures.,"The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",The app requires user to share some personal information and that info is safely stored,No issues and very reliable,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will likely only use app a few times,No advertising is present.,App's price is less than $5.00,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does not provide a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app usually adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speakaboos,Five Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The App's literary quality is evident,The majority of the reviews of this app are positive,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,"The app does not allow users to control the rate at which they move through the app’s content, but the content is presented at an appropriate rate for its target audience.",App's features are mostly unbalanced,Child-only,App is completely gender neutral,App specifically targets speech/ language skills,The app makes general references to one or more cultures.,"The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",The app requires user to share some personal information and that info is safely stored,No issues and very reliable,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will likely only use app a few times,No advertising is present.,App's price is less than $5.00,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged most of the time.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app always adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that enhances the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content
TinkerBook,Binary,Content is NOT Randomized,App is of academic value,App does not provide an instruction page,"text, video, and audio options can not be changed",App provides unique capabilities not readily available via other platforms,The App's literary quality is evident,The app has high store ratings (greater than half the number of stars possible),does not allow students to communicate,does not allow students to connect,Allows students to contextualize,does not allow students to critique,"""The app allows users to control the rate at which they move through the app’s content.""",App has a good balance of features,App is designed for child-only interaction,Apps is gender neutral,App targets speech/language skills or could easily be adapted to taraget those skills,The app is sensitive of multiple cultures,"The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,Performs and loads quickly.,There are No In-App Purchases,user can not save progress,App provides appeal over longer perior of time,App is add-free,App is free,Information is factual and reliable,"Multiple versions of instructions such as text video, and audio are NOT included",App offers oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers flexibility to alter content and settings to meet student needs,No feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page or the support page it provides is completely unhelpful,App does NOT have built-in assessment features; ability to track progress & report on that progress,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",App is research/evidence based,The app does NOT allow users control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Easy to learn and direction can be followed.,App only accomodates english speakers,App expands digital library resources,The app is functional as is (no item(s) need to be installed/purchased to use app),does not allow students to create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TinkerBook,Three Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App can be played once; same content repeated,App is very academic; supports serious learning,App does not provide an instruction page,"text, video, and audio options can not be changed",App provides unique capabilities not readily available via other platforms,The app is of a superior literary quality,The source/vendor of the App has received high-level reviews.,does not allow students to communicate,1,Provides extensive context for the learning tasks,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,App has a fairly good balance of features,Child-only,Apps is gender neutral,App targets speech/language skills,The app is culturally neutral,"The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,performs and loads quickly,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",App provides appeal over long/unending period of time,No advertising is present.,App is free,"Information is error-free, factual, and reliable","""Multiple versions of instructions such as text video, and audio, are not provided",App offers oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers limited flexibility to adjust content and settings to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user experience,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users no control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Easy to learn and direction can be followed.,App only accomodates english speakers,App moderately expands organization's digital resources,The app has substantial functionality as is,does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TinkerBook,Four Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is minimally randomized; repeats matterial too often,App is very academic; supports serious learning,App does not provide an instruction page,"text, video, and audio options can not be changed",App provides some uncommon and useful capabilities,The app is of a superior literary quality,Most of the reviews of the app are positive,does not allow students to communicate,1,Provides extensive context for the learning tasks,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,The app has a good balence of features,Child-only,Apps is completely gender neutral,App targets speech/language skills,The app makes general references to one or more cultures.,"The app frequently requires users to engage itscontent by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,Some minor technical issues.,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will use this app many times before becoming bored,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App offers a few oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers limited flexibility to adjust content and settings to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does not provide a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app usually adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users no control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App moderately expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TinkerBook,Five Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is minimally randomized; repeats matterial too often,App is very academic; supports serious learning,App does not provide an instruction page,"text, video, and audio options can not be changed",App provides uncommon capabilities that are very beneficial,The app is of a significant literary quality,The majority of the reviews of this app are positive,does not allow students to communicate,1,"provides a fair amount of context, enhances the learning experience",does not allow students to critique,The app allows users to completely control the rate at which they move through the app’s content.,App has a fairly good balance of features,Child-only,App is completely gender neutral,App specifically targets speech/ language skills,The app makes general references to one or more cultures.,"The app frequently requires users to engage itscontent by making decisions, answering questions, or actively engaging it in some other manner.",All user information and or data is stored responsibly/kept private and is non-identifying,Some minor technical issues.,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will use this app many times before becoming bored,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App offers a few oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers limited flexibility to adjust content and settings to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This app kept me highly motivated and engaged throughout my time with it.,App has no ability to share or forward data,Most aspects of the app are presented in an authentic learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app always adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that enhances the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users no control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App significantly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content
Farfaria,Binary,Content is NOT Randomized,App is of academic value,App does not provide an instruction page,"App has text, video, and audio options that can be turned on/off",App provides unique capabilities not readily available via other platforms,The App's literary quality is evident,The app has high store ratings (greater than half the number of stars possible),does not allow students to communicate,does not allow students to connect,Allows students to contextualize,does not allow students to critique,"""The app allows users to control the rate at which they move through the app’s content.""",App has a good balance of features,App is designed for joint interaction,Apps is gender neutral,App targets speech/language skills or could easily be adapted to taraget those skills,The app is sensitive of multiple cultures,"""The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.""",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,Performs and loads quickly.,In App-Purchases are necessary for functioning of the app,user can save progress and resume at save point,App provides appeal over longer perior of time,App is add-free,App is free,Information is factual and reliable,"Multiple versions of instructions such as text video, and audio are NOT included",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers flexibility to alter content and settings to meet student needs,No feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page or the support page it provides is completely unhelpful,App does NOT have built-in assessment features; ability to track progress & report on that progress,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",App is research/evidence based,The app allows users control related to the level at which they begin engaging its content.,"""App provides necessary updates",Easy to learn and direction can be followed.,App accomodates multiple languages,App expands digital library resources,The app has item(s) need to be installed/purchased to use app,does not allow students to create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farfaria,Three Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App can be played once; same content repeated,App is very academic; supports serious learning,App does not provide an instruction page,"app has basic media controls (pause, volume, etc.)",App provides unique capabilities not readily available via other platforms,The app is of a superior literary quality,The source/vendor of the App has received high-level reviews.,does not allow students to communicate,1,Provides extensive context for the learning tasks,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,App has a fairly good balance of features,Parents will probably have to get involved,Apps is gender neutral,App targets speech/language skills,"The app allows users to explore or makes references to cultures from across the globe using authentic pictures, images, and/or texts.","The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",The app requires user to share some personal information and that info is safely stored,App has little to no issues and is reliable,performs and loads quickly,In App Purchases are Necessary for use of App,"After exiting an app, users can reopen the app and resume engaging it approximately where they were when they logged off.",App provides appeal over long/unending period of time,No advertising is present.,App is free,"Information is error-free, factual, and reliable","""Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers a high level flexibility to alter content and settings to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user experience,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",App is research/evidence based,The app allows users significant control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Easy to learn and direction can be followed.,App accomodates 2 languages,App significantly expands organization's digital resources,The app is not functional as is (item(s) must be installed/purchased to use app),does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farfaria,Four Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is very academic; supports serious learning,App does not provide an instruction page,"app has basic media controls (pause, volume, etc.)",App provides unique capabilities not readily available via other platforms,The app is of a superior literary quality,Most of the reviews of the app are positive,does not allow students to communicate,1,Provides extensive context for the learning tasks,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,The app has a good balence of features,Parents will probably have to get involved,Apps is completely gender neutral,App targets speech/language skills,"The app allows users to explore or makes references to cultures from across the globe using authentic pictures, images, and/or texts, or direct interactions with culturally diverse individuals","The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",The app requires user to share some personal information and that info is safely stored,No issues and very reliable,Performs and loads quickly.,In App Purchases are Necessary for use of App,"After exiting an app, users can reopen the app and resume engaging it approximately where they were when they logged off.",App provides appeal over long/unending period of time,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers complete flexibility to alter content and settings to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does not provide a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app usually adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",App is research/evidence based,The app allows users significant control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App accomodates 2 languages,App significantly expands organization's digital resources,The app is not functional as is (item(s) must be installed/purchased to use app),does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farfaria,Five Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is very academic; supports serious learning,App does not provide an instruction page,"app has basic media controls (pause, volume, etc.)",App provides unique capabilities not readily available via other platforms,The app is of a superior literary quality,The majority of the reviews of this app are positive,does not allow students to communicate,1,Provides extensive context for the learning tasks,does not allow students to critique,The app allows users to completely control the rate at which they move through the app’s content.,App has an excelent balance of features,App encourages joint interaction in most  instances,App is completely gender neutral,App specifically targets speech/ language skills,The app allows users to connect to and share ideas with people from diverse communities across the globe.,"The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",The app requires user to share some personal information and that info is safely stored,No issues and very reliable,Performs and loads quickly.,In App Purchases are Necessary for use of App,"After exiting an app, users can reopen the app and resume engaging it approximately where they were when they logged off.",App provides appeal over long/unending period of time,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers complete flexibility to alter content and settings to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This app kept me highly motivated and engaged throughout my time with it.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app always adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that enhances the app’s content.",Most of the content is based on research/evidence,The app allows users complete control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App accomodates 2 languages,App greatly expands organiztion's digital resources,The app is not functional as is (item(s) must be installed/purchased to use app),does not allow students to create content
Phonics Monster,Binary,Content is NOT Randomized,App is of academic value,App provides an instruction page,"text, video, and audio options can not be changed",App provides unique capabilities not readily available via other platforms,The App's literary quality is evident,The app has high store ratings (greater than half the number of stars possible),does not allow students to communicate,does not allow students to connect,Allows students to contextualize,does not allow students to critique,The app does not allow users to control the rate at which they move through the app’s content.,App has a good balance of features,App is designed for child-only interaction,Apps is gender neutral,App targets speech/language skills or could easily be adapted to taraget those skills,"""The app presents stereotypical images and information about cultures.""","The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has techincal issues/ bugs that get in the way of learning,Performs and loads quickly.,There are No In-App Purchases,user can not save progress,App provides appeal over longer perior of time,App is add-free,App is not free,Information is factual and reliable,"Multiple versions of instructions such as text video, and audio are included.",App offers oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,App provides feedback,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page or the support page it provides is completely unhelpful,App does NOT have built-in assessment features; ability to track progress & report on that progress,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",App is research/evidence based,The app allows users control related to the level at which they begin engaging its content.,"""App provides necessary updates",Easy to learn and direction can be followed.,App accomodates multiple languages,App expands digital library resources,The app is functional as is (no item(s) need to be installed/purchased to use app),allows students to create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phonics Monster,Three Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App can be played once; same content repeated,App is very academic; supports serious learning,App provides a basic instruction page,"text, video, and audio options can not be changed",App provides some uncommon and useful capabilities,The App's literary quality is evident,The source/vendor of the App has received high-level reviews.,does not allow students to communicate,1,Provides extensive context for the learning tasks,does not allow students to critique,"The app does not allow users to control the rate at which they move through the app’s content, but the content is presented at an appropriate rate for its target audience.",App could use a few more or less features,Child-only,Apps is gender neutral,App targets speech/language skills,The app presents stereotypical images and information about cultures.,"The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has techinal issues and does not work correctly,performs and loads quickly,There Are No In-App Purchases,"After exiting an app, users can reopen it and manually select the content they were last engaging when they logged off, but the content may be different.",App provides appeal over long/unending period of time,No advertising is present.,App's price is greater than $5.00,"Information is error-free, factual, and reliable","""Multiple versions of instructions such as text video, and audio, are often provided",App offers oportunities to exercise creativity and imagination,Skill(s) reinforced are prerequisite or foundation skills for the targeted skill or concept,App offers no flexibility to meet student needs,App provides basic feedback,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Some aspects of the app are presented in an authentic learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user experience,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users significant control related to the level at which they begin engaging its content.,"App updates infrequently, and then only to fix bugs",Kind of difficult to learn. Directions are limited.,App accomodates 2 languages,App significantly expands organization's digital resources,The app has substantial functionality as is,does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phonics Monster,Four Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is very academic; supports serious learning,App provides a basic instruction page,"text, video, and audio options can not be changed",App provides some uncommon and useful capabilities,The App's literary quality is evident,Most of the reviews of the app are positive,does not allow students to communicate,1,Provides extensive context for the learning tasks,does not allow students to critique,"The app does not allow users to control the rate at which they move through the app’s content, but the content is presented at an appropriate rate for its target audience.",App could use a few more or less features,Child-only,Apps is completely gender neutral,App targets speech/language skills,"The app makes reference to diverse cultures, but the information contains some cultural biases.","The app occasionally requires users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,Crashes Sometimes,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users can reopen the app and manually select the content they were last engaging when they logged off.",User will use this app many times before becoming bored,No advertising is present.,App's price is between $5 & $10,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are frequently provided",App offers a few oportunities to exercise creativity and imagination,Skill(s) reinforced are related to the targeted skill or concept,App offers no flexibility to meet student needs,provides learner feedback with tolerance for errors. Basic feedback is offered to learner.,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Some aspects of the app are presented in an authentic learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does not provide a support page,App does not record or track student data,The app’s graphics and interface may possibly motivate users to engage it.,The music/sound in the app usually adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users significant control related to the level at which they begin engaging its content.,"App updates infrequently, and then only to fix bugs",Kind of difficult to learn. Directions are limited.,App accomodates 2 languages,App significantly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),allows students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
